Restaurant_ID,Restaurant_Name,City,Area,Cuisine_Type,Restaurant_Type,Price_Range,Rating,Total_Reviews,Avg_Delivery_Time_Min,Monthly_Orders,Avg_Order_Value_INR,Years_Active,Review_Sentiment_Score,Discount_Offered_Pct,On_Zomato,On_Swiggy,Staff_Count,Success_Score,Status,Monthly_Revenue,Revenue_Band,Dual_Platform,Sentiment_Category,Delivery_Speed,Rating_Band
R0321,Restaurant_321,Delhi,Connaught Place,Italian,Fine Dining,Premium (₹500-₹1000),3.3,3272,67,743,198,3.8,-0.17,20,Yes,Yes,6,37.9,Struggling,147114,Low (<5L),Both Platforms,Neutral,Slow (>45 min),3.0–3.5
R0322,Restaurant_322,Delhi,Rohini,Fast Food,Delivery Only,Mid-range (₹200-₹500),3.4,3268,62,662,269,7.4,0.14,10,No,Yes,39,32.1,Struggling,178078,Low (<5L),Swiggy Only,Neutral,Slow (>45 min),3.0–3.5
R0323,Restaurant_323,Pune,Hadapsar,Street Food,Delivery Only,Mid-range (₹200-₹500),4.1,4809,54,2901,999,2.4,-0.55,50,Yes,No,12,68.9,Stable,2898099,High (>15L),Zomato Only,Negative,Slow (>45 min),4.0–4.5
R0324,Restaurant_324,Bangalore,Whitefield,South Indian,Fine Dining,Budget (< ₹200),3.0,1242,66,220,963,3.5,0.95,30,Yes,No,50,34.3,Struggling,211860,Low (<5L),Zomato Only,Positive,Slow (>45 min),<3.0
R0325,Restaurant_325,Chennai,Anna Nagar,Italian,Dine-in,Mid-range (₹200-₹500),3.0,2236,58,2422,807,2.7,-0.38,0,Yes,Yes,47,41.2,Struggling,1954554,High (>15L),Both Platforms,Negative,Slow (>45 min),<3.0
R0326,Restaurant_326,Bangalore,Jayanagar,Cafe,Quick Service,Premium (₹500-₹1000),3.0,3224,51,2040,320,2.1,-0.39,30,Yes,Yes,29,33.4,Struggling,652800,Medium (5–15L),Both Platforms,Negative,Slow (>45 min),<3.0
R0327,Restaurant_327,Hyderabad,Jubilee Hills,South Indian,Delivery Only,Luxury (> ₹1000),4.7,4063,64,1430,1067,4.8,-0.36,30,Yes,No,49,60.3,Stable,1525810,High (>15L),Zomato Only,Negative,Slow (>45 min),4.5+
R0328,Restaurant_328,Delhi,Rohini,South Indian,Quick Service,Luxury (> ₹1000),4.6,397,35,2224,730,4.3,0.52,50,No,Yes,15,57.7,Stable,1623520,High (>15L),Swiggy Only,Positive,Normal (30–45 min),4.5+
R0329,Restaurant_329,Kolkata,New Town,Fast Food,Quick Service,Mid-range (₹200-₹500),3.6,496,64,2217,1105,1.9,0.69,40,Yes,Yes,14,46.9,Stable,2449785,High (>15L),Both Platforms,Positive,Slow (>45 min),3.5–4.0
R0330,Restaurant_330,Bangalore,HSR Layout,Continental,Cafe,Luxury (> ₹1000),2.6,3766,57,927,1083,4.8,-0.35,10,Yes,Yes,10,32.3,Struggling,1003941,Medium (5–15L),Both Platforms,Negative,Slow (>45 min),<3.0
R0331,Restaurant_331,Mumbai,Dadar,Continental,Fine Dining,Mid-range (₹200-₹500),3.4,3167,22,799,1114,3.7,0.77,10,Yes,Yes,14,55.9,Stable,890086,Medium (5–15L),Both Platforms,Positive,Fast (<30 min),3.0–3.5
R0332,Restaurant_332,Delhi,Dwarka,Fast Food,Cafe,Luxury (> ₹1000),3.2,1530,27,638,1163,2.4,0.32,20,Yes,No,34,43.8,Struggling,741994,Medium (5–15L),Zomato Only,Positive,Fast (<30 min),3.0–3.5
R0333,Restaurant_333,Delhi,Rohini,Mughlai,Delivery Only,Mid-range (₹200-₹500),4.0,3947,49,1779,632,1.3,0.28,10,Yes,Yes,6,54.0,Stable,1124328,Medium (5–15L),Both Platforms,Neutral,Slow (>45 min),3.5–4.0
R0334,Restaurant_334,Delhi,Karol Bagh,Biryani,Dine-in,Mid-range (₹200-₹500),4.6,4785,73,2571,485,3.6,-0.64,0,No,Yes,13,71.2,Thriving,1246935,Medium (5–15L),Swiggy Only,Negative,Slow (>45 min),4.5+
R0335,Restaurant_335,Bangalore,HSR Layout,Cafe,Cafe,Budget (< ₹200),2.7,2501,40,1609,1099,4.1,-0.68,30,Yes,Yes,33,22.5,Closed,1768291,High (>15L),Both Platforms,Negative,Normal (30–45 min),<3.0
R0336,Restaurant_336,Chennai,Adyar,Street Food,Quick Service,Mid-range (₹200-₹500),4.2,526,26,2440,927,9.8,0.15,0,No,Yes,30,59.2,Stable,2261880,High (>15L),Swiggy Only,Neutral,Fast (<30 min),4.0–4.5
R0337,Restaurant_337,Pune,Kothrud,Street Food,Fine Dining,Premium (₹500-₹1000),4.8,4659,51,2228,926,6.5,0.09,10,Yes,Yes,15,66.9,Stable,2063128,High (>15L),Both Platforms,Neutral,Slow (>45 min),4.5+
R0338,Restaurant_338,Delhi,Dwarka,South Indian,Delivery Only,Luxury (> ₹1000),3.5,2784,42,2395,1005,6.6,-0.78,10,Yes,Yes,7,43.0,Struggling,2406975,High (>15L),Both Platforms,Negative,Normal (30–45 min),3.0–3.5
R0339,Restaurant_339,Pune,Koregaon Park,South Indian,Cafe,Premium (₹500-₹1000),3.5,4710,59,219,1032,2.2,-0.21,20,No,No,5,46.0,Stable,226008,Low (<5L),No Platform,Neutral,Slow (>45 min),3.0–3.5
R0340,Restaurant_340,Ahmedabad,Satellite,Mughlai,Fine Dining,Premium (₹500-₹1000),3.7,3441,67,329,1035,5.5,0.22,20,Yes,Yes,39,46.0,Stable,340515,Low (<5L),Both Platforms,Neutral,Slow (>45 min),3.5–4.0
R0341,Restaurant_341,Pune,Koregaon Park,Chinese,Cafe,Budget (< ₹200),3.3,3123,60,2288,1042,2.1,0.29,10,Yes,Yes,48,53.3,Stable,2384096,High (>15L),Both Platforms,Neutral,Slow (>45 min),3.0–3.5
R0342,Restaurant_342,Delhi,Saket,Continental,Dine-in,Luxury (> ₹1000),4.7,3094,48,1339,401,5.5,-0.48,20,Yes,Yes,8,61.1,Stable,536939,Medium (5–15L),Both Platforms,Negative,Slow (>45 min),4.5+
R0343,Restaurant_343,Delhi,Dwarka,Street Food,Delivery Only,Mid-range (₹200-₹500),3.4,4010,66,2244,497,7.9,-0.54,0,Yes,Yes,49,36.5,Closed,1115268,Medium (5–15L),Both Platforms,Negative,Slow (>45 min),3.0–3.5
R0344,Restaurant_344,Mumbai,Bandra,Fast Food,Dine-in,Budget (< ₹200),3.3,427,26,2232,964,6.8,-0.24,20,Yes,Yes,15,33.1,Closed,2151648,High (>15L),Both Platforms,Neutral,Fast (<30 min),3.0–3.5
R0345,Restaurant_345,Pune,Hadapsar,South Indian,Cafe,Mid-range (₹200-₹500),2.9,987,20,2651,753,5.4,-0.43,20,Yes,Yes,12,46.3,Stable,1996203,High (>15L),Both Platforms,Negative,Fast (<30 min),<3.0
R0346,Restaurant_346,Chennai,Nungambakkam,Italian,Delivery Only,Budget (< ₹200),3.3,2824,54,1917,231,1.7,0.05,0,Yes,No,6,34.9,Closed,442827,Low (<5L),Zomato Only,Neutral,Slow (>45 min),3.0–3.5
R0347,Restaurant_347,Ahmedabad,Vastrapur,Biryani,Cafe,Premium (₹500-₹1000),4.5,4420,25,2007,761,1.8,0.66,40,Yes,No,22,81.7,Thriving,1527327,High (>15L),Zomato Only,Positive,Fast (<30 min),4.0–4.5
R0348,Restaurant_348,Ahmedabad,CG Road,Italian,Delivery Only,Mid-range (₹200-₹500),4.7,2163,43,1705,367,7.1,0.4,20,No,No,4,57.1,Stable,625735,Medium (5–15L),No Platform,Positive,Normal (30–45 min),4.5+
R0349,Restaurant_349,Mumbai,Juhu,Mughlai,Quick Service,Mid-range (₹200-₹500),3.2,2905,58,2453,310,5.3,-0.07,0,Yes,Yes,22,43.8,Struggling,760430,Medium (5–15L),Both Platforms,Neutral,Slow (>45 min),3.0–3.5
R0350,Restaurant_350,Kolkata,Bhowanipur,Continental,Delivery Only,Mid-range (₹200-₹500),3.9,4001,44,370,528,2.5,0.45,30,No,Yes,37,57.6,Stable,195360,Low (<5L),Swiggy Only,Positive,Normal (30–45 min),3.5–4.0
R0351,Restaurant_351,Bangalore,MG Road,South Indian,Fine Dining,Luxury (> ₹1000),2.8,4933,49,1432,748,1.4,0.0,20,No,Yes,41,34.1,Struggling,1071136,Medium (5–15L),Swiggy Only,Neutral,Slow (>45 min),<3.0
R0352,Restaurant_352,Kolkata,New Town,Mughlai,Dine-in,Budget (< ₹200),3.0,1188,57,2705,1009,0.5,-0.54,10,No,Yes,27,34.5,Struggling,2729345,High (>15L),Swiggy Only,Negative,Slow (>45 min),<3.0
R0353,Restaurant_353,Hyderabad,Ameerpet,Biryani,Cafe,Premium (₹500-₹1000),4.8,3611,65,1510,1194,1.3,-0.79,50,No,Yes,21,53.1,Stable,1802940,High (>15L),Swiggy Only,Negative,Slow (>45 min),4.5+
R0354,Restaurant_354,Delhi,Connaught Place,Street Food,Cafe,Budget (< ₹200),4.7,305,35,1868,899,6.1,0.33,30,No,No,30,61.3,Stable,1679332,High (>15L),No Platform,Positive,Normal (30–45 min),4.5+
R0355,Restaurant_355,Bangalore,HSR Layout,Chinese,Delivery Only,Luxury (> ₹1000),4.6,3001,73,1808,337,3.2,0.77,10,Yes,Yes,7,66.9,Stable,609296,Medium (5–15L),Both Platforms,Positive,Slow (>45 min),4.5+
R0356,Restaurant_356,Bangalore,MG Road,Mughlai,Quick Service,Mid-range (₹200-₹500),2.7,3456,75,1967,1095,8.0,0.29,30,Yes,No,35,31.8,Struggling,2153865,High (>15L),Zomato Only,Neutral,Slow (>45 min),<3.0
R0357,Restaurant_357,Kolkata,New Town,Italian,Delivery Only,Luxury (> ₹1000),4.0,4784,51,1069,909,5.3,-0.06,50,Yes,Yes,5,59.3,Stable,971721,Medium (5–15L),Both Platforms,Neutral,Slow (>45 min),3.5–4.0
R0358,Restaurant_358,Pune,Koregaon Park,Cafe,Quick Service,Budget (< ₹200),2.9,4362,74,1244,656,5.4,0.14,0,Yes,No,43,40.8,Struggling,816064,Medium (5–15L),Zomato Only,Neutral,Slow (>45 min),<3.0
R0359,Restaurant_359,Mumbai,Powai,Street Food,Fine Dining,Premium (₹500-₹1000),4.0,2864,54,144,660,4.8,0.83,20,No,Yes,21,45.3,Stable,95040,Low (<5L),Swiggy Only,Positive,Slow (>45 min),3.5–4.0
R0360,Restaurant_360,Delhi,Karol Bagh,Cafe,Cafe,Premium (₹500-₹1000),2.7,3926,57,792,766,1.0,0.98,0,Yes,No,8,28.9,Closed,606672,Medium (5–15L),Zomato Only,Positive,Slow (>45 min),<3.0
R0361,Restaurant_361,Chennai,Adyar,Chinese,Fine Dining,Premium (₹500-₹1000),3.2,2154,20,556,798,2.2,0.27,10,No,Yes,14,35.2,Struggling,443688,Low (<5L),Swiggy Only,Neutral,Fast (<30 min),3.0–3.5
R0362,Restaurant_362,Ahmedabad,Satellite,Street Food,Dine-in,Premium (₹500-₹1000),5.0,1238,58,731,1037,5.2,0.99,30,Yes,No,49,64.7,Stable,758047,Medium (5–15L),Zomato Only,Positive,Slow (>45 min),4.5+
R0363,Restaurant_363,Hyderabad,Gachibowli,Biryani,Dine-in,Premium (₹500-₹1000),4.4,1000,23,786,655,4.3,-0.26,50,Yes,No,46,56.5,Stable,514830,Medium (5–15L),Zomato Only,Neutral,Fast (<30 min),4.0–4.5
R0364,Restaurant_364,Ahmedabad,Prahlad Nagar,Chinese,Fine Dining,Luxury (> ₹1000),2.5,3726,44,2879,503,9.6,0.43,0,Yes,Yes,30,44.9,Struggling,1448137,Medium (5–15L),Both Platforms,Positive,Normal (30–45 min),<3.0
R0365,Restaurant_365,Chennai,Adyar,Fast Food,Cafe,Budget (< ₹200),3.1,4835,45,1988,971,6.9,-0.36,10,Yes,Yes,23,49.0,Stable,1930348,High (>15L),Both Platforms,Negative,Normal (30–45 min),3.0–3.5
R0366,Restaurant_366,Delhi,Connaught Place,North Indian,Quick Service,Budget (< ₹200),3.8,3703,42,998,922,3.2,-0.45,0,Yes,Yes,41,53.1,Stable,920156,Medium (5–15L),Both Platforms,Negative,Normal (30–45 min),3.5–4.0
R0367,Restaurant_367,Hyderabad,Gachibowli,South Indian,Dine-in,Budget (< ₹200),4.6,1114,44,2788,962,9.0,0.22,10,Yes,Yes,19,60.2,Stable,2682056,High (>15L),Both Platforms,Neutral,Normal (30–45 min),4.5+
R0368,Restaurant_368,Mumbai,Powai,Mughlai,Cafe,Luxury (> ₹1000),4.2,2699,36,763,979,1.2,0.6,30,No,Yes,6,52.8,Stable,746977,Medium (5–15L),Swiggy Only,Positive,Normal (30–45 min),4.0–4.5
R0369,Restaurant_369,Chennai,Anna Nagar,Mughlai,Dine-in,Luxury (> ₹1000),4.9,1693,59,1708,362,6.6,-0.6,50,No,Yes,42,61.8,Stable,618296,Medium (5–15L),Swiggy Only,Negative,Slow (>45 min),4.5+
R0370,Restaurant_370,Ahmedabad,Bodakdev,Fast Food,Dine-in,Budget (< ₹200),2.7,4730,66,1126,975,4.7,0.81,10,Yes,Yes,45,36.4,Closed,1097850,Medium (5–15L),Both Platforms,Positive,Slow (>45 min),<3.0
R0371,Restaurant_371,Pune,Hadapsar,Cafe,Dine-in,Luxury (> ₹1000),3.7,3358,74,387,733,2.6,-0.11,40,Yes,Yes,24,42.9,Struggling,283671,Low (<5L),Both Platforms,Neutral,Slow (>45 min),3.5–4.0
R0372,Restaurant_372,Kolkata,Park Street,South Indian,Cafe,Premium (₹500-₹1000),2.7,3815,68,1287,843,2.4,0.2,30,Yes,Yes,47,30.1,Closed,1084941,Medium (5–15L),Both Platforms,Neutral,Slow (>45 min),<3.0
R0373,Restaurant_373,Pune,Hadapsar,South Indian,Quick Service,Mid-range (₹200-₹500),2.8,1631,21,2528,424,5.1,-0.69,50,Yes,No,37,45.6,Stable,1071872,Medium (5–15L),Zomato Only,Negative,Fast (<30 min),<3.0
R0374,Restaurant_374,Ahmedabad,Navrangpura,North Indian,Cafe,Budget (< ₹200),3.3,400,45,584,396,8.2,0.4,40,Yes,Yes,7,21.1,Closed,231264,Low (<5L),Both Platforms,Positive,Normal (30–45 min),3.0–3.5
R0375,Restaurant_375,Bangalore,HSR Layout,North Indian,Quick Service,Budget (< ₹200),3.1,1119,20,805,827,1.0,-0.25,0,No,Yes,40,24.1,Closed,665735,Medium (5–15L),Swiggy Only,Neutral,Fast (<30 min),3.0–3.5
R0376,Restaurant_376,Mumbai,Bandra,Mughlai,Fine Dining,Mid-range (₹200-₹500),2.7,1710,47,1481,1010,8.4,0.53,30,Yes,Yes,46,32.2,Closed,1495810,Medium (5–15L),Both Platforms,Positive,Slow (>45 min),<3.0
R0377,Restaurant_377,Hyderabad,Banjara Hills,Cafe,Delivery Only,Premium (₹500-₹1000),2.7,2293,29,1800,352,7.1,0.2,40,Yes,Yes,11,28.6,Struggling,633600,Medium (5–15L),Both Platforms,Neutral,Fast (<30 min),<3.0
R0378,Restaurant_378,Kolkata,Salt Lake,North Indian,Quick Service,Budget (< ₹200),2.5,1519,25,2994,847,6.1,-0.29,40,Yes,Yes,12,37.4,Struggling,2535918,High (>15L),Both Platforms,Neutral,Fast (<30 min),<3.0
R0379,Restaurant_379,Kolkata,Salt Lake,Chinese,Fine Dining,Budget (< ₹200),4.0,4145,59,460,822,8.4,-0.26,30,Yes,Yes,15,42.1,Struggling,378120,Low (<5L),Both Platforms,Neutral,Slow (>45 min),3.5–4.0
R0380,Restaurant_380,Mumbai,Dadar,Biryani,Fine Dining,Mid-range (₹200-₹500),3.7,1754,37,317,378,1.6,-0.53,40,No,Yes,13,41.2,Struggling,119826,Low (<5L),Swiggy Only,Negative,Normal (30–45 min),3.5–4.0
R0381,Restaurant_381,Delhi,Connaught Place,Biryani,Cafe,Mid-range (₹200-₹500),3.6,2788,59,1956,224,1.5,-0.71,50,Yes,Yes,4,42.9,Struggling,438144,Low (<5L),Both Platforms,Negative,Slow (>45 min),3.5–4.0
R0382,Restaurant_382,Mumbai,Bandra,Italian,Quick Service,Premium (₹500-₹1000),3.5,2718,34,551,513,2.7,-0.37,30,Yes,No,17,32.4,Struggling,282663,Low (<5L),Zomato Only,Negative,Normal (30–45 min),3.0–3.5
R0383,Restaurant_383,Delhi,Dwarka,Chinese,Delivery Only,Luxury (> ₹1000),2.9,3109,28,1974,917,2.3,-0.15,20,Yes,Yes,11,33.0,Struggling,1810158,High (>15L),Both Platforms,Neutral,Fast (<30 min),<3.0
R0384,Restaurant_384,Chennai,Anna Nagar,South Indian,Quick Service,Luxury (> ₹1000),3.5,2864,34,1308,798,2.0,0.63,10,Yes,Yes,29,57.5,Stable,1043784,Medium (5–15L),Both Platforms,Positive,Normal (30–45 min),3.0–3.5
R0385,Restaurant_385,Ahmedabad,Satellite,Cafe,Quick Service,Luxury (> ₹1000),3.2,3557,67,1110,433,3.6,0.24,10,Yes,No,5,29.6,Struggling,480630,Low (<5L),Zomato Only,Neutral,Slow (>45 min),3.0–3.5
R0386,Restaurant_386,Delhi,Dwarka,Street Food,Quick Service,Luxury (> ₹1000),4.5,852,48,2128,426,1.3,0.56,30,Yes,Yes,25,55.2,Stable,906528,Medium (5–15L),Both Platforms,Positive,Slow (>45 min),4.0–4.5
R0387,Restaurant_387,Mumbai,Bandra,Mughlai,Cafe,Mid-range (₹200-₹500),4.3,4722,67,2490,204,9.8,0.03,10,No,Yes,26,69.4,Stable,507960,Medium (5–15L),Swiggy Only,Neutral,Slow (>45 min),4.0–4.5
R0388,Restaurant_388,Delhi,Karol Bagh,South Indian,Quick Service,Premium (₹500-₹1000),3.8,2479,47,1205,894,9.5,0.18,10,Yes,Yes,50,56.9,Stable,1077270,Medium (5–15L),Both Platforms,Neutral,Slow (>45 min),3.5–4.0
R0389,Restaurant_389,Pune,Koregaon Park,South Indian,Quick Service,Premium (₹500-₹1000),3.7,384,43,1600,359,6.7,0.47,50,Yes,Yes,24,37.3,Closed,574400,Medium (5–15L),Both Platforms,Positive,Normal (30–45 min),3.5–4.0
R0390,Restaurant_390,Ahmedabad,Bodakdev,Cafe,Delivery Only,Mid-range (₹200-₹500),3.3,2240,52,2886,613,3.1,-0.69,20,No,No,35,42.9,Struggling,1769118,High (>15L),No Platform,Negative,Slow (>45 min),3.0–3.5
R0391,Restaurant_391,Mumbai,Colaba,Street Food,Fine Dining,Premium (₹500-₹1000),3.6,3065,71,2857,1148,7.1,0.96,0,Yes,No,8,46.3,Stable,3279836,High (>15L),Zomato Only,Positive,Slow (>45 min),3.5–4.0
R0392,Restaurant_392,Bangalore,Whitefield,South Indian,Dine-in,Mid-range (₹200-₹500),3.2,1262,51,716,1075,2.4,0.91,0,Yes,No,46,35.0,Closed,769700,Medium (5–15L),Zomato Only,Positive,Slow (>45 min),3.0–3.5
R0393,Restaurant_393,Pune,Hadapsar,Mughlai,Dine-in,Premium (₹500-₹1000),3.0,230,75,1051,1034,9.5,0.36,30,Yes,Yes,34,22.8,Closed,1086734,Medium (5–15L),Both Platforms,Positive,Slow (>45 min),<3.0
R0394,Restaurant_394,Ahmedabad,CG Road,Fast Food,Fine Dining,Mid-range (₹200-₹500),4.7,2560,30,1164,412,5.1,0.95,0,Yes,Yes,21,69.1,Stable,479568,Low (<5L),Both Platforms,Positive,Fast (<30 min),4.5+
R0395,Restaurant_395,Bangalore,Jayanagar,Chinese,Fine Dining,Premium (₹500-₹1000),3.0,1486,73,3000,889,9.1,0.63,10,Yes,Yes,5,47.4,Stable,2667000,High (>15L),Both Platforms,Positive,Slow (>45 min),<3.0
R0396,Restaurant_396,Bangalore,HSR Layout,Fast Food,Cafe,Mid-range (₹200-₹500),3.0,334,62,1398,1181,3.8,-0.13,50,Yes,Yes,10,31.7,Struggling,1651038,High (>15L),Both Platforms,Neutral,Slow (>45 min),<3.0
R0397,Restaurant_397,Ahmedabad,Satellite,Mughlai,Cafe,Mid-range (₹200-₹500),2.5,4524,52,1456,842,7.2,0.05,20,Yes,No,24,39.0,Struggling,1225952,Medium (5–15L),Zomato Only,Neutral,Slow (>45 min),<3.0
R0398,Restaurant_398,Delhi,Lajpat Nagar,Street Food,Dine-in,Premium (₹500-₹1000),2.6,1855,48,1563,274,3.6,0.29,10,Yes,Yes,15,19.1,Closed,428262,Low (<5L),Both Platforms,Neutral,Slow (>45 min),<3.0
R0399,Restaurant_399,Ahmedabad,Bodakdev,South Indian,Fine Dining,Luxury (> ₹1000),3.0,2653,58,2578,703,9.5,0.84,20,No,Yes,48,51.2,Stable,1812334,High (>15L),Swiggy Only,Positive,Slow (>45 min),<3.0
R0400,Restaurant_400,Pune,Hadapsar,Biryani,Dine-in,Premium (₹500-₹1000),3.4,2573,48,2397,269,2.5,0.8,30,No,Yes,13,57.2,Stable,644793,Medium (5–15L),Swiggy Only,Positive,Slow (>45 min),3.0–3.5
R0401,Restaurant_401,Kolkata,Tollygunge,Continental,Delivery Only,Budget (< ₹200),2.9,2534,50,2251,1190,3.7,0.88,30,Yes,Yes,29,45.0,Struggling,2678690,High (>15L),Both Platforms,Positive,Slow (>45 min),<3.0
R0402,Restaurant_402,Chennai,Velachery,Chinese,Fine Dining,Luxury (> ₹1000),4.3,1171,32,861,1032,4.1,0.2,0,Yes,Yes,34,53.6,Stable,888552,Medium (5–15L),Both Platforms,Neutral,Normal (30–45 min),4.0–4.5
R0403,Restaurant_403,Ahmedabad,Satellite,North Indian,Dine-in,Mid-range (₹200-₹500),3.2,3921,27,2778,861,9.0,-0.05,40,Yes,Yes,10,60.4,Stable,2391858,High (>15L),Both Platforms,Neutral,Fast (<30 min),3.0–3.5
R0404,Restaurant_404,Ahmedabad,Navrangpura,Cafe,Cafe,Luxury (> ₹1000),3.9,2162,60,2909,667,9.8,0.67,20,Yes,Yes,13,58.6,Stable,1940303,High (>15L),Both Platforms,Positive,Slow (>45 min),3.5–4.0
R0405,Restaurant_405,Bangalore,Whitefield,Mughlai,Delivery Only,Premium (₹500-₹1000),2.9,2283,43,1818,831,9.2,-0.16,20,Yes,Yes,35,29.1,Struggling,1510758,High (>15L),Both Platforms,Neutral,Normal (30–45 min),<3.0
R0406,Restaurant_406,Mumbai,Dadar,Chinese,Fine Dining,Premium (₹500-₹1000),4.7,2516,37,2907,894,7.0,-0.63,20,Yes,Yes,11,69.6,Stable,2598858,High (>15L),Both Platforms,Negative,Normal (30–45 min),4.5+
R0407,Restaurant_407,Pune,Hadapsar,Continental,Cafe,Mid-range (₹200-₹500),2.8,1316,52,1005,1031,2.3,0.81,50,Yes,No,32,37.1,Closed,1036155,Medium (5–15L),Zomato Only,Positive,Slow (>45 min),<3.0
R0408,Restaurant_408,Bangalore,Koramangala,Mughlai,Cafe,Premium (₹500-₹1000),4.2,1188,72,1910,1091,9.9,0.14,20,Yes,Yes,4,52.7,Stable,2083810,High (>15L),Both Platforms,Neutral,Slow (>45 min),4.0–4.5
R0409,Restaurant_409,Mumbai,Andheri,Chinese,Delivery Only,Mid-range (₹200-₹500),3.3,1769,28,421,615,7.1,0.61,0,Yes,No,30,30.3,Closed,258915,Low (<5L),Zomato Only,Positive,Fast (<30 min),3.0–3.5
R0410,Restaurant_410,Delhi,Dwarka,South Indian,Cafe,Budget (< ₹200),2.7,134,68,495,981,1.7,0.28,10,Yes,Yes,4,5.8,Closed,485595,Low (<5L),Both Platforms,Neutral,Slow (>45 min),<3.0
R0411,Restaurant_411,Chennai,Nungambakkam,Biryani,Cafe,Mid-range (₹200-₹500),4.6,2031,52,2435,249,1.4,0.24,0,Yes,Yes,21,58.1,Stable,606315,Medium (5–15L),Both Platforms,Neutral,Slow (>45 min),4.5+
R0412,Restaurant_412,Delhi,Karol Bagh,South Indian,Delivery Only,Luxury (> ₹1000),3.4,4878,31,1900,869,9.6,-0.47,20,No,No,16,55.1,Stable,1651100,High (>15L),No Platform,Negative,Normal (30–45 min),3.0–3.5
R0413,Restaurant_413,Kolkata,Park Street,Biryani,Dine-in,Luxury (> ₹1000),2.8,1163,51,1579,901,3.2,0.5,0,Yes,No,10,27.3,Struggling,1422679,Medium (5–15L),Zomato Only,Positive,Slow (>45 min),<3.0
R0414,Restaurant_414,Chennai,Mylapore,Mughlai,Delivery Only,Luxury (> ₹1000),3.2,3555,32,385,1096,8.5,0.06,20,Yes,Yes,46,41.1,Struggling,421960,Low (<5L),Both Platforms,Neutral,Normal (30–45 min),3.0–3.5
R0415,Restaurant_415,Mumbai,Colaba,Mughlai,Fine Dining,Budget (< ₹200),2.8,3284,45,2946,784,9.8,0.53,10,Yes,Yes,15,43.1,Struggling,2309664,High (>15L),Both Platforms,Positive,Normal (30–45 min),<3.0
R0416,Restaurant_416,Kolkata,Park Street,Italian,Quick Service,Luxury (> ₹1000),3.2,4817,57,1218,954,8.0,0.36,30,Yes,No,45,49.0,Stable,1161972,Medium (5–15L),Zomato Only,Positive,Slow (>45 min),3.0–3.5
R0417,Restaurant_417,Kolkata,Ballygunge,Street Food,Cafe,Mid-range (₹200-₹500),4.4,935,27,1126,681,5.2,0.33,10,Yes,Yes,50,47.1,Stable,766806,Medium (5–15L),Both Platforms,Positive,Fast (<30 min),4.0–4.5
R0418,Restaurant_418,Mumbai,Colaba,North Indian,Delivery Only,Luxury (> ₹1000),4.0,2728,29,1340,816,6.4,0.57,50,No,No,15,54.5,Stable,1093440,Medium (5–15L),No Platform,Positive,Fast (<30 min),3.5–4.0
R0419,Restaurant_419,Ahmedabad,CG Road,Street Food,Cafe,Premium (₹500-₹1000),4.5,4478,54,172,1155,7.8,0.98,0,No,No,23,71.9,Thriving,198660,Low (<5L),No Platform,Positive,Slow (>45 min),4.0–4.5
R0420,Restaurant_420,Ahmedabad,CG Road,North Indian,Dine-in,Mid-range (₹200-₹500),3.9,2532,65,772,683,4.6,-0.24,30,No,Yes,39,45.7,Stable,527276,Medium (5–15L),Swiggy Only,Neutral,Slow (>45 min),3.5–4.0
R0421,Restaurant_421,Ahmedabad,CG Road,Street Food,Delivery Only,Budget (< ₹200),3.5,4102,57,1647,811,6.9,0.58,20,Yes,Yes,4,54.0,Stable,1335717,Medium (5–15L),Both Platforms,Positive,Slow (>45 min),3.0–3.5
R0422,Restaurant_422,Bangalore,Whitefield,Biryani,Fine Dining,Budget (< ₹200),4.4,2845,44,498,618,3.8,-0.16,20,Yes,Yes,18,49.4,Stable,307764,Low (<5L),Both Platforms,Neutral,Normal (30–45 min),4.0–4.5
R0423,Restaurant_423,Chennai,Nungambakkam,South Indian,Dine-in,Premium (₹500-₹1000),2.8,1440,21,2305,513,0.9,0.38,30,No,Yes,4,43.7,Struggling,1182465,Medium (5–15L),Swiggy Only,Positive,Fast (<30 min),<3.0
R0424,Restaurant_424,Delhi,Saket,Continental,Fine Dining,Luxury (> ₹1000),3.3,850,71,2100,282,7.1,-0.43,40,Yes,Yes,42,26.3,Struggling,592200,Medium (5–15L),Both Platforms,Negative,Slow (>45 min),3.0–3.5
R0425,Restaurant_425,Hyderabad,Madhapur,South Indian,Fine Dining,Mid-range (₹200-₹500),3.2,439,39,2449,591,8.1,0.32,0,Yes,Yes,20,30.3,Struggling,1447359,Medium (5–15L),Both Platforms,Positive,Normal (30–45 min),3.0–3.5
R0426,Restaurant_426,Ahmedabad,CG Road,Italian,Cafe,Budget (< ₹200),4.1,2522,52,1328,623,6.8,-0.24,30,No,Yes,42,51.0,Stable,827344,Medium (5–15L),Swiggy Only,Neutral,Slow (>45 min),4.0–4.5
R0427,Restaurant_427,Bangalore,Koramangala,Street Food,Delivery Only,Luxury (> ₹1000),3.0,3878,37,2712,725,8.2,0.73,30,Yes,Yes,26,52.6,Stable,1966200,High (>15L),Both Platforms,Positive,Normal (30–45 min),<3.0
